city,YEAR,total arrivals by city,pct_of_county,county,arrival_unexposed_PCT,arrival_exposed_PCT,lat,lon
Little Eagle,2020,716,0.023907438678,Corson,0.9062500000000,0.0937500000000,45.68115,-100.78857
Little Eagle,2021,668,0.021474732516,Corson,0.8888888888889,0.1111111111111,45.68115,-100.78857
Lodgepole,2019,955,0.019376690851,Perkins,0.9423076923077,0.0576923076923,41.19041,-102.67844
Lodgepole,2020,1304,0.027200154315,Perkins,0.8800000000000,0.1200000000000,41.19041,-102.67844
Lodgepole,2021,1433,0.030173895580,Perkins,0.8255813953488,0.1744186046512,41.19041,-102.67844
Long Lake,2019,794,0.030324448449,Mcpherson,,,45.86081,-99.18097
Long Lake,2020,921,0.065339337921,Mcpherson,1.0000000000000,0.0000000000000,45.86081,-99.18097
Long Lake,2020,921,0.065339337921,Mcpherson,1.0000000000000,0.0000000000000,44.98384,-93.58353
Long Lake,2021,1250,0.081951017972,Mcpherson,0.6818181818182,0.3181818181818,44.98384,-93.58353
Long Valley,2019,1123,0.006184189297,Jackson,0.8600000000000,0.1400000000000,43.4631,-101.48591
Long Valley,2020,1846,0.010903552840,Jackson,0.9268292682927,0.0731707317073,43.4631,-101.48591
Long Valley,2021,4970,0.028153963925,Jackson,0.9350649350649,0.0649350649351,43.4631,-101.48591
Lower Brule,2019,8541,0.023771562515,Lyman,0.9120879120879,0.0879120879121,44.07529,-99.68845
Lower Brule,2020,5167,0.019471020762,Lyman,0.9113149847095,0.0886850152905,44.07529,-99.68845
Lower Brule,2021,8549,0.028256816253,Lyman,0.8430034129693,0.1569965870307,44.07529,-99.68845
Ludlow,2019,2325,0.064421164558,Harding,0.9186046511628,0.0813953488372,45.86652,-103.43847
Ludlow,2020,2680,0.078337298566,Harding,0.8374384236453,0.1625615763547,45.86652,-103.43847
Ludlow,2021,1462,0.046105398045,Harding,0.7721518987342,0.2278481012658,45.86652,-103.43847
Lyons,2019,576,0.000204677311,Minnehaha,0.8333333333333,0.1666666666667,41.94032,-96.46631
Lyons,2020,1222,0.000638118888,Minnehaha,0.8292682926829,0.1707317073171,41.94032,-96.46631
Lyons,2021,1356,0.000542332063,Minnehaha,0.8888888888889,0.1111111111111,41.94032,-96.46631
Madison,2019,86519,1.063728739469,Lake,0.9055161114145,0.0944838885855,44.00804,-97.12132
Madison,2020,66764,1.036429588571,Lake,0.8763044812769,0.1236955187231,44.00804,-97.12132
Madison,2021,84011,1.102416173163,Lake,0.8587512794268,0.1412487205732,44.00804,-97.12132
Manderson,2019,498,0.009385907941,Oglala Lakota,0.8571428571429,0.1428571428571,43.23252,-102.46025
Manderson,2020,571,0.019975358573,Oglala Lakota,0.9090909090909,0.0909090909091,43.23252,-102.46025
Manderson,2021,443,0.009375615326,Oglala Lakota,0.8750000000000,0.1250000000000,43.23252,-102.46025
Mansfield,2019,2878,0.006355302761,Brown,0.9589041095890,0.0410958904110,45.26436,-98.6169
Mansfield,2020,2967,0.008912601060,Brown,0.8679245283019,0.1320754716981,45.26436,-98.6169
Mansfield,2021,1737,0.003903583285,Brown,0.8363636363636,0.1636363636364,45.26436,-98.6169
Marion,2019,9065,0.226656981350,Turner,0.9177489177489,0.0822510822511,43.42631,-97.28982
Marion,2020,8181,0.264124547864,Turner,0.9012096774194,0.0987903225806,43.42631,-97.28982
Marion,2021,9180,0.235899849086,Turner,0.8739255014327,0.1260744985673,43.42631,-97.28982
Martin,2019,30167,1.289878289018,Bennett,0.9234856535600,0.0765143464400,43.17857,-101.72007
Martin,2020,32704,1.364701111189,Bennett,0.8772189349112,0.1227810650888,43.17857,-101.72007
Martin,2021,41124,1.348103699876,Bennett,0.8383413461538,0.1616586538462,43.17857,-101.72007
Marty,2019,0,0.000000000000,Charles Mix,1.0000000000000,0.0000000000000,43.00049,-98.41553
Marty,2020,338,0.002177390235,Charles Mix,0.8636363636364,0.1363636363636,43.00049,-98.41553
Marty,2021,1028,0.006087083643,Charles Mix,0.9500000000000,0.0500000000000,43.00049,-98.41553
Marvin,2019,5215,0.049090429333,Grant,0.9195402298851,0.0804597701149,45.29626,-96.94336
Marvin,2020,1100,0.012776860387,Grant,0.8800000000000,0.1200000000000,45.29626,-96.94336
Marvin,2021,1918,0.019679507713,Grant,0.8250000000000,0.1750000000000,45.29626,-96.94336
Mc Intosh,2019,1154,0.039641623009,Corson,0.9154929577465,0.0845070422535,45.91602,-101.34993
Mc Intosh,2020,1499,0.050027725583,Corson,0.8541666666667,0.1458333333333,45.91602,-101.34993
Mc Intosh,2021,2314,0.074394609072,Corson,0.8306451612903,0.1693548387097,45.91602,-101.34993
Mc Laughlin,2019,9555,0.328212493954,Corson,0.9612676056338,0.0387323943662,45.8123,-100.78854
Mc Laughlin,2020,8916,0.297519613460,Corson,0.8962722852512,0.1037277147488,45.8123,-100.78854
Mc Laughlin,2021,9359,0.300901906795,Corson,0.8646616541353,0.1353383458647,45.8123,-100.78854
Meadow,2019,3364,0.068243345410,Perkins,0.9137931034483,0.0862068965517,45.36808,-102.30568
Meadow,2020,3357,0.070020736233,Perkins,0.8445945945946,0.1554054054054,45.36808,-102.30568
Meadow,2021,2028,0.042706808730,Perkins,0.8235294117647,0.1764705882353,45.36808,-102.30568
Mellette,2019,2547,0.039539624988,Spink,0.9285714285714,0.0714285714286,45.15436,-98.47869
Mellette,2020,3481,0.062968737757,Spink,0.8454106280193,0.1545893719807,45.15436,-98.47869
Mellette,2021,4135,0.059253837916,Spink,0.8811188811189,0.1188811188811,45.15436,-98.47869
Menno,2019,6508,0.132884165312,Hutchinson,0.9161676646707,0.0838323353293,43.22024,-97.56497
Menno,2020,5523,0.156765635634,Hutchinson,0.8913649025070,0.1086350974930,43.22024,-97.56497
Menno,2021,10610,0.218655489405,Hutchinson,0.9095744680851,0.0904255319149,43.22024,-97.56497
Midland,2019,15933,0.202126136340,Haakon,0.9278350515464,0.0721649484536,44.1231,-101.20508
Midland,2020,10157,0.173680416642,Haakon,0.8696461824953,0.1303538175047,44.1231,-101.20508
Midland,2021,11289,0.134903455032,Haakon,0.8563535911602,0.1436464088398,44.1231,-101.20508
Milbank,2019,89726,0.844572249871,Grant,0.9085580304807,0.0914419695193,45.20829,-96.62004
Milbank,2020,66084,0.767608399567,Grant,0.8790684624018,0.1209315375982,45.20829,-96.62004
Milbank,2021,75866,0.778557773701,Grant,0.8534645967437,0.1465354032563,45.20829,-96.62004
Milesville,2019,3083,0.039112616365,Haakon,0.9743589743590,0.0256410256410,44.54925,-101.62466
Milesville,2020,1495,0.025567393643,Haakon,0.8924731182796,0.1075268817204,44.54925,-101.62466
Milesville,2021,2006,0.023977909242,Haakon,0.8000000000000,0.2000000000000,44.54925,-101.62466
Miller,2019,37956,1.051611484838,Hand,0.9072494669510,0.0927505330490,44.53556,-98.99643
Miller,2020,39769,1.121852980412,Hand,0.8731070496084,0.1268929503916,44.53556,-98.99643
Miller,2021,45912,1.047397451570,Hand,0.8637395912188,0.1362604087812,44.53556,-98.99643
Mission,2019,30691,0.864650454056,Todd,0.9104308390023,0.0895691609977,43.28807,-100.62303
Mission,2020,13371,0.678250912164,Todd,0.8872282608696,0.1127717391304,43.28807,-100.62303
Mission,2021,18505,0.725232659342,Todd,0.8533094812165,0.1466905187835,43.28807,-100.62303
Mission Hill,2019,637,0.002672618534,Yankton,0.9333333333333,0.0666666666667,42.9411,-97.29672
Mission Hill,2020,1806,0.010580519600,Yankton,0.9514563106796,0.0485436893204,42.9411,-97.29672
Mission Hill,2021,3193,0.015763137424,Yankton,0.9142857142857,0.0857142857143,42.9411,-97.29672
Mitchell,2019,381382,0.894918708197,Davison,0.9130293512401,0.0869706487599,43.71024,-98.02805
Mitchell,2020,272173,0.860513819706,Davison,0.8780606060606,0.1219393939394,43.71024,-98.02805
Mitchell,2021,371751,0.910140203475,Davison,0.8349196906603,0.1650803093397,43.71024,-98.02805
Mobridge,2019,75555,0.795818757407,Walworth,0.9146793852676,0.0853206147324,45.54586,-100.44026
Mobridge,2020,67793,0.847744412328,Walworth,0.8912181303116,0.1087818696884,45.54586,-100.44026
Mobridge,2021,65115,0.758899888570,Walworth,0.8561120543294,0.1438879456706,45.54586,-100.44026
Monroe,2019,0,0.000000000000,Turner,1.0000000000000,0.0000000000000,43.48708,-97.2247
Monroe,2020,44,0.001427246444,Turner,0.7500000000000,0.2500000000000,43.48708,-97.2247
Monroe,2021,823,0.021148232465,Turner,0.8000000000000,0.2000000000000,43.48708,-97.2247
Montrose,2019,2612,0.053833051248,Mccook,0.9141104294479,0.0858895705521,43.71464,-97.19107
Montrose,2020,2723,0.065815770791,Mccook,0.8831168831169,0.1168831168831,43.71464,-97.19107
Montrose,2021,3756,0.098541111301,Mccook,0.8272251308901,0.1727748691099,43.71464,-97.19107
Morristown,2019,1351,0.046404440728,Corson,0.9285714285714,0.0714285714286,46.0118,-101.71809
Morristown,2020,1471,0.049073163603,Corson,0.8333333333333,0.1666666666667,46.0118,-101.71809
Morristown,2021,1317,0.042352944683,Corson,0.8877551020408,0.1122448979592,46.0118,-101.71809
Mound City,2019,1835,0.068685278885,Campbell,0.8970588235294,0.1029411764706,45.71248,-100.0971
Mound City,2020,4404,0.219692327037,Campbell,0.8742138364780,0.1257861635220,45.71248,-100.0971
Mound City,2021,4285,0.178760071270,Campbell,0.8842975206612,0.1157024793388,45.71248,-100.0971
Mount Vernon,2019,9605,0.022539086572,Davison,0.8923076923077,0.1076923076923,43.69658,-98.26459
Mount Vernon,2020,9947,0.031447471807,Davison,0.9133709981168,0.0866290018832,43.69658,-98.26459
Mount Vernon,2021,9892,0.024217454079,Davison,0.8632478632479,0.1367521367521,43.69658,-98.26459
Mud Butte,2019,182,0.000381434470,Meade,1.0000000000000,0.0000000000000,44.9452,-102.54616
Mud Butte,2020,1158,0.002600348938,Meade,0.9436619718310,0.0563380281690,44.9452,-102.54616
Mud Butte,2021,1073,0.002129500492,Meade,0.8666666666667,0.1333333333333,44.9452,-102.54616
Murdo,2019,44133,0.520778461069,Jones,0.9268461007591,0.0731538992409,43.88121,-100.70268
Murdo,2020,24141,0.346947556527,Jones,0.8825048418334,0.1174951581666,43.88121,-100.70268
Murdo,2021,25693,0.329540551394,Jones,0.8294283036551,0.1705716963449,43.88121,-100.70268
Nemo,2019,11419,0.011501851975,Lawrence,0.8251121076233,0.1748878923767,44.24282,-103.57364
Nemo,2020,9048,0.010771525979,Lawrence,0.8029465930018,0.1970534069982,44.24282,-103.57364
Nemo,2021,14875,0.015757520259,Lawrence,0.7355864811133,0.2644135188867,44.24282,-103.57364
New Effington,2019,1741,0.011603971408,Roberts,0.9375000000000,0.0625000000000,45.87979,-96.95467
New Effington,2020,3053,0.023773149912,Roberts,0.8430656934307,0.1569343065693,45.87979,-96.95467
New Effington,2021,3684,0.023755342225,Roberts,0.8298755186722,0.1701244813278,45.87979,-96.95467
New Holland,2019,0,0.000000000000,Douglas,0.5000000000000,0.5000000000000,43.43966,-98.59171
New Holland,2020,73,0.003042554787,Douglas,0.8750000000000,0.1250000000000,43.43966,-98.59171
New Holland,2021,0,0.000000000000,Douglas,1.0000000000000,0.0000000000000,43.43966,-98.59171
New Underwood,2019,4047,0.001641621450,Pennington,0.8923766816144,0.1076233183857,44.12218,-102.84253
New Underwood,2020,8607,0.003994973603,Pennington,0.8835978835979,0.1164021164021,44.12218,-102.84253
New Underwood,2021,6249,0.002624226047,Pennington,0.8373015873016,0.1626984126984,44.12218,-102.84253
Newell,2019,15252,0.075315233715,Butte,0.9316987740806,0.0683012259194,44.78811,-103.38206
Newell,2020,17208,0.090592322941,Butte,0.8880597014925,0.1119402985075,44.78811,-103.38206
Newell,2021,15113,0.081093866721,Butte,0.8416927899687,0.1583072100313,44.78811,-103.38206
Nisland,2019,2291,0.011314867575,Butte,0.9540229885057,0.0459770114943,44.69593,-103.56738
Nisland,2020,3078,0.016201891077,Butte,0.8785714285714,0.1214285714286,44.69593,-103.56738
Nisland,2021,4087,0.021930330145,Butte,0.8285714285714,0.1714285714286,44.69593,-103.56738
Norris,2019,2354,0.122236263278,Mellette,0.7500000000000,0.2500000000000,43.45438,-101.14369
Norris,2020,1738,0.126005863634,Mellette,0.8987341772152,0.1012658227848,43.45438,-101.14369
Norris,2021,1005,0.060906353677,Mellette,0.8333333333333,0.1666666666667,43.45438,-101.14369
North Sioux City,2019,105887,0.452742415593,Union,0.9077698695136,0.0922301304864,42.50975,-96.49083
North Sioux City,2020,68194,0.396129961361,Union,0.8671620152229,0.1328379847771,42.50975,-96.49083
North Sioux City,2021,85828,0.421755413941,Union,0.8056020066890,0.1943979933110,42.50975,-96.49083
Northville,2019,2819,0.043766723054,Spink,0.8840579710145,0.1159420289855,45.16064,-98.63201
Northville,2020,1799,0.032554625721,Spink,0.8527131782946,0.1472868217054,45.16064,-98.63201
Northville,2021,1911,0.027385908422,Spink,0.7945205479452,0.2054794520548,45.16064,-98.63201
Nunda,2019,0,0.000000000000,Lake,0.8518518518519,0.1481481481481,44.15969,-96.9993
Nunda,2020,1117,0.017338078961,Lake,0.9210526315789,0.0789473684211,44.15969,-96.9993
Nunda,2021,517,0.006782280217,Lake,0.8571428571429,0.1428571428571,44.15969,-96.9993
Oacoma,2019,86812,0.241609544664,Lyman,0.8974864465254,0.1025135534746,43.80452,-99.39071
Oacoma,2020,60978,0.229786462683,Lyman,0.8605303416624,0.1394696583376,43.80452,-99.39071
Oacoma,2021,69966,0.231249474073,Lyman,0.8146616541353,0.1853383458647,43.80452,-99.39071
Oelrichs,2019,612,0.002943236154,Fall River,0.9342105263158,0.0657894736842,43.16227,-103.25167
Oelrichs,2020,3115,0.018904824504,Fall River,0.8772727272727,0.1227272727273,43.16227,-103.25167
Oelrichs,2021,3462,0.017844342147,Fall River,0.8793103448276,0.1206896551724,43.16227,-103.25167
Oglala,2019,12272,0.231058969025,Oglala Lakota,0.9371069182390,0.0628930817610,43.17467,-102.7953
Oglala,2020,1976,0.069162972734,Oglala Lakota,0.9285714285714,0.0714285714286,43.17467,-102.7953
Oglala,2021,8653,0.183273630131,Oglala Lakota,0.8143712574850,0.1856287425150,43.17467,-102.7953
Okaton,2019,1843,0.021749563179,Jones,0.8583333333333,0.1416666666667,43.92109,-100.93393
Okaton,2020,1117,0.016051486565,Jones,0.8823529411765,0.1176470588235,43.92109,-100.93393
Okaton,2021,1597,0.020482610225,Jones,0.8917197452229,0.1082802547771,43.92109,-100.93393
Okreek,2019,0,0.000000000000,Todd,0.9142857142857,0.0857142857143,43.33415,-100.39836
Okreek,2020,843,0.042736930288,Todd,0.8444444444444,0.1555555555556,43.33415,-100.39836
Okreek,2021,655,0.025658163268,Todd,0.8571428571429,0.1428571428571,43.33415,-100.39836
Oldham,2019,354,0.004494252073,Kingsbury,0.9000000000000,0.1000000000000,44.23045,-97.29083
Oldham,2020,1023,0.017249663816,Kingsbury,0.9333333333333,0.0666666666667,44.23045,-97.29083
Oldham,2021,1209,0.016123880326,Kingsbury,0.8958333333333,0.1041666666667,44.23045,-97.29083
Olivet,2019,1722,0.035156351428,Hutchinson,0.9375000000000,0.0625000000000,43.29628,-97.70489
Olivet,2020,2066,0.058639499770,Hutchinson,0.9292929292929,0.0707070707071,43.29628,-97.70489
Olivet,2021,2738,0.056425461043,Hutchinson,0.9306930693069,0.0693069306931,43.29628,-97.70489
Onaka,2019,1131,0.044026125465,Faulk,0.8620689655172,0.1379310344828,45.24855,-99.45423
Onaka,2020,1486,0.070246467622,Faulk,0.8358208955224,0.1641791044776,45.24855,-99.45423
Onaka,2021,1474,0.072510404045,Faulk,0.7142857142857,0.2857142857143,45.24855,-99.45423
Onida,2019,19472,0.763379883063,Sully,0.9498607242340,0.0501392757660,44.70693,-100.0563
Onida,2020,17269,0.888239265102,Sully,0.9140534262485,0.0859465737515,44.70693,-100.0563
Onida,2021,19316,1.052587910109,Sully,0.8962585034014,0.1037414965986,44.70693,-100.0563
Oral,2019,1311,0.006309814495,Fall River,0.9836065573770,0.0163934426230,43.37619,-103.29408
Oral,2020,871,0.005286407520,Fall River,0.9487179487179,0.0512820512821,43.37619,-103.29408
Oral,2021,1885,0.009714645687,Fall River,0.9673913043478,0.0326086956522,43.37619,-103.29408
Orient,2019,5314,0.147220965513,Hand,0.8918918918919,0.1081081081081,44.81475,-99.15037
Orient,2020,3828,0.107978395211,Hand,0.8452380952381,0.1547619047619,44.81475,-99.15037
Orient,2021,5476,0.124923400008,Hand,0.8923076923077,0.1076923076923,44.81475,-99.15037
Ortley,2019,0,0.000000000000,Roberts,1.0000000000000,0.0000000000000,45.2786,-97.20393
Ortley,2020,355,0.002764084296,Roberts,0.8750000000000,0.1250000000000,45.2786,-97.20393
Ortley,2021,371,0.002392624397,Roberts,0.8181818181818,0.1818181818182,45.2786,-97.20393
Owanka,2019,2002,0.000812313720,Pennington,0.8461538461538,0.1538461538462,44.1038,-102.62347
Owanka,2020,923,0.000428463936,Pennington,0.9629629629630,0.0370370370370,44.1038,-102.62347
Owanka,2021,345,0.000144708117,Pennington,0.8750000000000,0.1250000000000,44.1038,-102.62347
Parker,2019,12029,0.300760407554,Turner,0.9249146757679,0.0750853242321,43.40421,-97.13642
Parker,2020,10980,0.354502830055,Turner,0.9149659863946,0.0850340136054,43.40421,-97.13642
Parker,2021,14306,0.367625071587,Turner,0.8506787330317,0.1493212669683,43.40421,-97.13642
Parkston,2019,23787,0.485730758110,Hutchinson,0.9334719334719,0.0665280665281,43.39185,-97.98157
Parkston,2020,18536,0.526094845009,Hutchinson,0.8973128598848,0.1026871401152,43.39185,-97.98157
Parkston,2021,21555,0.444220776315,Hutchinson,0.8779874213836,0.1220125786164,43.39185,-97.98157
Parmelee,2019,457,0.012863836688,Todd,0.9814814814815,0.0185185185185,43.31622,-101.03143
Parmelee,2020,3850,0.195284028677,Todd,0.8739495798319,0.1260504201681,43.31622,-101.03143
Parmelee,2021,2742,0.107463036037,Todd,0.9052631578947,0.0947368421053,43.31622,-101.03143
Peever,2019,1785,0.011897212563,Roberts,0.9098360655738,0.0901639344262,45.51986,-97.00707
Peever,2020,1181,0.009193364617,Roberts,0.8742138364780,0.1257861635220,45.51986,-97.00707
Peever,2021,3092,0.019935688277,Roberts,0.8476190476190,0.1523809523810,45.51986,-97.00707
Philip,2019,35263,0.447350549680,Haakon,0.9185360094451,0.0814639905549,44.05154,-101.67146
Philip,2020,31924,0.545874970534,Haakon,0.8828781512605,0.1171218487395,44.05154,-101.67146
Philip,2021,45829,0.547675085522,Haakon,0.8624813153961,0.1375186846039,44.05154,-101.67146
Pickstown,2019,11296,0.077520487087,Charles Mix,0.9110169491525,0.0889830508475,43.0689,-98.54691
Pickstown,2020,14904,0.095997785636,Charles Mix,0.8548387096774,0.1451612903226,43.0689,-98.54691
Pickstown,2021,10052,0.059498104939,Charles Mix,0.7926267281106,0.2073732718894,43.0689,-98.54691
Piedmont,2019,19782,0.041409753659,Meade,0.9018126888218,0.0981873111782,44.23335,-103.34983
Piedmont,2020,23670,0.053130586318,Meade,0.8543279380718,0.1456720619282,44.23335,-103.34983
Piedmont,2021,26912,0.053387366030,Meade,0.8048245614035,0.1951754385965,44.23335,-103.34983
Pierpont,2019,0,0.000000000000,Day,1.0000000000000,0.0000000000000,45.49455,-97.79685
Pierpont,2020,1458,0.015840352961,Day,0.9090909090909,0.0909090909091,45.49455,-97.79685
Pierpont,2021,1617,0.015023260173,Day,0.8604651162791,0.1395348837209,45.49455,-97.79685
Pierre,2019,409251,1.321049900409,Hughes,0.9008153691500,0.0991846308500,44.38026,-100.32782
Pierre,2020,310549,1.219212180752,Hughes,0.8743154246101,0.1256845753899,44.38026,-100.32782
Pierre,2021,343302,1.170936788641,Hughes,0.8298507462687,0.1701492537313,44.38026,-100.32782
Pine Ridge,2019,28986,0.545762941174,Oglala Lakota,0.9137500000000,0.0862500000000,43.03728,-102.54829
Pine Ridge,2020,28515,0.997903391473,Oglala Lakota,0.9299097848716,0.0700902151284,43.03728,-102.54829
Pine Ridge,2021,39416,0.834878895290,Oglala Lakota,0.9204892966361,0.0795107033639,43.03728,-102.54829
Plankinton,2019,34534,0.509763498371,Aurora,0.9523809523810,0.0476190476190,43.72192,-98.47147
Plankinton,2020,28355,0.487979286052,Aurora,0.9187862561357,0.0812137438643,43.72192,-98.47147
Plankinton,2021,29046,0.482947571965,Aurora,0.8721088435374,0.1278911564626,43.72192,-98.47147
Platte,2019,83681,0.574295572150,Charles Mix,0.9089037570767,0.0910962429233,43.41374,-98.88467
Platte,2020,89462,0.576221201997,Charles Mix,0.8773923444976,0.1226076555024,43.41374,-98.88467
Platte,2021,95335,0.564286773236,Charles Mix,0.8433562428408,0.1566437571592,43.41374,-98.88467
Pollock,2019,17533,0.656352134182,Campbell,0.9246753246753,0.0753246753247,45.89973,-100.27272
Pollock,2020,10224,0.510020893856,Campbell,0.8955431754875,0.1044568245125,45.89973,-100.27272
Pollock,2021,13241,0.552425571314,Campbell,0.8582677165354,0.1417322834646,45.89973,-100.27272
Porcupine,2019,9038,0.170168877171,Oglala Lakota,0.9609375000000,0.0390625000000,43.2891,-102.36674
Porcupine,2020,1529,0.053510299958,Oglala Lakota,0.8155339805825,0.1844660194175,43.2891,-102.36674
Porcupine,2021,4736,0.100324698129,Oglala Lakota,0.8571428571429,0.1428571428571,43.2891,-102.36674
Prairie City,2019,681,0.013810141506,Perkins,0.9545454545455,0.0454545454545,45.50615,-102.77049
Prairie City,2020,2844,0.059308811054,Perkins,0.8703703703704,0.1296296296296,45.50615,-102.77049
Prairie City,2021,2959,0.062329610388,Perkins,0.9354838709677,0.0645161290323,45.50615,-102.77049
Presho,2019,47294,0.131623806179,Lyman,0.9174208144796,0.0825791855204,43.89005,-100.06063
Presho,2020,25939,0.097747072017,Lyman,0.8903426791277,0.1096573208723,43.89005,-100.06063
Presho,2021,26591,0.087889167278,Lyman,0.8387096774194,0.1612903225806,43.89005,-100.06063
Pringle,2019,802,0.001274047755,Custer,0.6909090909091,0.3090909090909,43.61572,-103.60107
Pringle,2020,250,0.000409169749,Custer,0.9523809523810,0.0476190476190,43.61572,-103.60107
Pringle,2021,391,0.000661231710,Custer,0.7500000000000,0.2500000000000,43.61572,-103.60107
Pukwana,2019,7402,0.044530104529,Brule,0.8831775700935,0.1168224299065,43.80198,-99.17567
Pukwana,2020,7793,0.051731782516,Brule,0.8643326039387,0.1356673960613,43.80198,-99.17567
Pukwana,2021,9653,0.056847040142,Brule,0.8213256484150,0.1786743515850,43.80198,-99.17567
Quinn,2019,842,0.000341579618,Pennington,0.9454545454545,0.0545454545455,44.05734,-102.07468
Quinn,2020,944,0.000438119462,Pennington,0.8831168831169,0.1168831168831,44.05734,-102.07468
Quinn,2021,1315,0.000552117124,Pennington,0.8148148148148,0.1851851851852,44.05734,-102.07468
Ralph,2019,387,0.010736860760,Harding,0.8750000000000,0.1250000000000,45.85725,-103.03319
Ralph,2020,781,0.022843627578,Harding,0.9200000000000,0.0800000000000,45.85725,-103.03319
Ralph,2021,452,0.014253799395,Harding,0.6666666666667,0.3333333333333,45.85725,-103.03319
Ramona,2019,2275,0.027965755085,Lake,0.8510638297872,0.1489361702128,44.12856,-97.21337
Ramona,2020,2989,0.046403077453,Lake,0.9270833333333,0.0729166666667,44.12856,-97.21337
Ramona,2021,1292,0.016955700543,Lake,0.7678571428571,0.2321428571429,44.12856,-97.21337
Rapid City,2019,1711926,0.694500190120,Pennington,0.9082334015794,0.0917665984206,44.06365,-103.23241
Rapid City,2020,1442141,0.669348171627,Pennington,0.8588283264061,0.1411716735939,44.06365,-103.23241
Rapid City,2021,1694637,0.711696782797,Pennington,0.8009389343619,0.1990610656381,44.06365,-103.23241
Raymond,2019,5737,0.130405597307,Clark,0.9411764705882,0.0588235294118,45.02144,-95.22537
Raymond,2020,2711,0.073361835334,Clark,0.8730158730159,0.1269841269841,45.02144,-95.22537
Raymond,2021,3300,0.064161108103,Clark,0.8852459016393,0.1147540983607,45.02144,-95.22537
Redfield,2019,50027,0.776647979308,Spink,0.9158974358974,0.0841025641026,44.88143,-98.52595
Redfield,2020,36619,0.662477224573,Spink,0.8841179513709,0.1158820486291,44.88143,-98.52595
Redfield,2021,44751,0.641308845756,Spink,0.8474697077691,0.1525302922309,44.88143,-98.52595
Redig,2019,670,0.018571867260,Harding,0.9411764705882,0.0588235294118,45.2417,-103.42529
Redig,2020,382,0.011174752925,Harding,0.8055555555556,0.1944444444444,45.2417,-103.42529
Redig,2021,166,0.005224999778,Harding,0.9411764705882,0.0588235294118,45.2417,-103.42529
Ree Heights,2019,2966,0.082169841217,Hand,0.9344262295082,0.0655737704918,44.45103,-99.22928
Ree Heights,2020,2139,0.060334395422,Hand,0.9380530973451,0.0619469026549,44.45103,-99.22928
Ree Heights,2021,2401,0.054782478416,Hand,0.8133333333333,0.1866666666667,44.45103,-99.22928
Reliance,2019,15401,0.042862260710,Lyman,0.9158415841584,0.0841584158416,43.91003,-99.52772
Reliance,2020,15635,0.058917721354,Lyman,0.8837485172005,0.1162514827995,43.91003,-99.52772
Reliance,2021,16788,0.055488660408,Lyman,0.8275862068966,0.1724137931034,43.91003,-99.52772
Renner,2019,6181,0.002196373616,Minnehaha,0.8450704225352,0.1549295774648,43.66327,-96.72298
Renner,2020,4951,0.002585060347,Minnehaha,0.8473895582329,0.1526104417671,43.66327,-96.72298
Renner,2021,4392,0.001756880212,Minnehaha,0.7872340425532,0.2127659574468,43.66327,-96.72298
Reva,2019,5362,0.148574938079,Harding,0.9555555555556,0.0444444444444,45.52704,-103.11802
Reva,2020,5835,0.170586024244,Harding,0.8614232209738,0.1385767790262,45.52704,-103.11802
Reva,2021,4180,0.131837194409,Harding,0.7622950819672,0.2377049180328,45.52704,-103.11802
Revillo,2019,3096,0.029138817090,Grant,0.9318181818182,0.0681818181818,45.00553,-96.54295
Revillo,2020,3535,0.041064164767,Grant,0.9055555555556,0.0944444444444,45.00553,-96.54295
Revillo,2021,3509,0.036013363113,Grant,0.8740157480315,0.1259842519685,45.00553,-96.54295
Ridgeview,2019,1898,0.039261879190,Dewey,0.9385474860335,0.0614525139665,45.16214,-100.65555
Ridgeview,2020,1640,0.045674542696,Dewey,0.8709677419355,0.1290322580645,45.16214,-100.65555
Ridgeview,2021,1886,0.040121190046,Dewey,0.8817204301075,0.1182795698925,45.16214,-100.65555
Rockham,2019,1881,0.073213816052,Faulk,1.0000000000000,0.0000000000000,44.84403,-98.8907
Rockham,2020,1788,0.084504718268,Faulk,0.9305555555556,0.0694444444444,44.84403,-98.8907
Rockham,2021,2342,0.115221118657,Faulk,0.8222222222222,0.1777777777778,44.84403,-98.8907
Roscoe,2019,5521,0.120519766269,Edmunds,0.9496855345912,0.0503144654088,45.41588,-99.35427
Roscoe,2020,8255,0.219801500731,Edmunds,0.8977900552486,0.1022099447514,45.41588,-99.35427
Roscoe,2021,10686,0.222994434556,Edmunds,0.9028776978417,0.0971223021583,45.41588,-99.35427
Rosebud,2019,14041,0.395592482358,Todd,0.9475655430712,0.0524344569288,43.25153,-100.85783
Rosebud,2020,6474,0.328375271457,Todd,0.9128329297821,0.0871670702179,43.25153,-100.85783
Rosebud,2021,7832,0.306963046388,Todd,0.9180887372014,0.0819112627986,43.25153,-100.85783
Rosholt,2019,9846,0.065644127065,Roberts,0.8954802259887,0.1045197740113,45.85434,-96.73101
Rosholt,2020,8450,0.065801405996,Roberts,0.8347701149425,0.1652298850575,45.85434,-96.73101
Rosholt,2021,10214,0.065856986520,Roberts,0.7609561752988,0.2390438247012,45.85434,-96.73101
Roslyn,2019,4313,0.037230292019,Day,0.9029126213592,0.0970873786408,45.51394,-97.46479
Roslyn,2020,4967,0.053978722845,Day,0.8731707317073,0.1268292682927,45.51394,-97.46479
